"WaterSourceId","DisclosureId","APINumber","StateName","CountyName","OperatorName","WellName","Description","Percent"
"984e187a-894d-4e29-8be4-58faa86e4c01","a733c236-2a7e-4401-893f-00aa74fb4719","42177345890000","Texas","Gonzales","ConocoPhillips Company/Burlington Resources","VEIT-PILGRIM A USW C 1","Groundwater, < 1000TDS","100.00"
"41eaf0d1-85f2-4c7a-9209-924f6fd66baf","44e6a811-caa9-4ce6-973d-0169bc4953b7","05123510880000","Colorado","Weld","Verdad Resources LLC","TIMBRO STATE 0112-07H","Groundwater, < 1000TDS","100.00"
"4a20c2c8-c690-4952-9aac-f5a1cab79d9f","2b113dbf-60d8-44d3-a140-019b2d185646","05123455390000","Colorado","Weld","POCO Operating","BUFORD 33-7-1L","Groundwater, < 1000TDS","100.00"
"e4691891-e699-4d74-a7e9-0d58d82c3a02","42817453-975c-4fa6-aba1-025b4123c447","05045245570000","Colorado","Garfield","TEP Rocky Mountain LLC","Leverich WMC 523-18-793","Produced Water","100.00"
"191da3a4-8867-4bf7-984e-5a4db7df382b","cfe4a94e-6b76-40dd-8666-02641c025d94","17013222840000","Louisiana","Bienville","Aethon Energy Operating LLC","HA RA SUJ;MOJO MINERALS31-30HC #002-ALT","Groundwater, < 1000TDS","100.00"
"baf31ad4-1d57-486e-bd69-bce7a7df3e32","2acfafeb-8a0a-45f4-8530-036d93e40d0b","42255375850000","Texas","Karnes","ConocoPhillips Company/Burlington Resources","BRYSCH-KIT-WITC USW A 1","Groundwater, < 1000TDS","100.00"
"c7a846b0-c742-4827-a0cf-96c49fe44d30","ec4ee19e-0fa9-43d4-a5b7-03a637520ff4","05045245590000","Colorado","Garfield","TEP Rocky Mountain LLC","Leverich WMC 514-18-793","Produced Water","100.00"
"aab1c4d5-0cf5-44d9-82d2-83adf6119c11","e70acbb5-963c-4ea9-ab0a-03a80ecbfb7f","33007019370000","North Dakota","Billings","Petro Hunt, L.L.C.","TERRES 144-98-18B-19-1H","Produced Water","0.90"
"4f66ea6c-2597-452f-89ee-2af7ac0db6e2","e70acbb5-963c-4ea9-ab0a-03a80ecbfb7f","33007019370000","North Dakota","Billings","Petro Hunt, L.L.C.","TERRES 144-98-18B-19-1H","Groundwater, < 1000TDS","99.10"
"804aa1b3-09dc-455e-84b6-9c869571a022","117a75e4-ecf6-4f88-b8d5-03c917183e51","42033326560000","Texas","Borden","Surge Operating, LLC","Wendigo Unit A 10-15 1MH","Groundwater, < 1000TDS","100.00"
"5d73f5c5-b72a-4e63-b751-98adaf0b7efa","97e1fd3f-620b-4d6a-a82f-03ca0d51fa7f","42317443540000","Texas","Martin","Diamondback E&P LLC","TY RANCH WEST 2LS MARTIN 2LS","Groundwater, < 1000TDS","100.00"
"c37ff539-9157-44d5-a771-cbb68a829c0f","a252a1f4-64e8-488f-8583-0400d0f4d707","30025510600000","New Mexico","Lea","Pride Energy Company","Grama Ridge State Com 401H","Groundwater, < 1000TDS","100.00"
"f2434bd3-6e09-453b-b621-c92691b29814","42ed15aa-8324-4102-9114-049c3d74b72c","42173387520000","Texas","Glasscock","Diamondback E&P LLC","RECURVE 13 12  M 5WA","Produced Water","100.00"
"e13c20e2-f508-423f-b8fb-4af640fe8f9d","e22fae89-c11d-4b1a-908c-05babc05d944","33053095770000","North Dakota","McKenzie","ConocoPhillips Company/Burlington Resources","BOXER 3C TFH","Groundwater, < 1000TDS","100.00"
"e39ca48d-1dd8-4131-8cd4-88522d947478","a7876cf2-953b-4e35-b856-0678497b001e","05045243890000","Colorado","Garfield","Caerus Oil and Gas LLC","BJU M23A Fed 12D-23-496","Produced Water","100.00"
"51c3dbdf-695b-4cd4-b1bc-6ed4c30005f4","d39fcbe1-59d3-4333-b0eb-067988c62b76","35069202040000","Oklahoma","Johnston","BNK Petroleum (US) Inc","Emery 17-4H","Surface Water, > 1000TDS","100.00"
"fcb792a2-7db7-48b3-a064-c1d931f1cb00","eda7050b-9eb0-4793-9ebe-07774cf36f8b","42127388430000","Texas","Dimmit","Grit Oil and Gas Management, LLC","GRIT FAITH SANDY D 01H 01H","Groundwater, < 1000TDS","100.00"
"cb52e3c6-5290-471c-94ff-2a92d4c62a4c","eae522f4-ac00-409d-9803-07e0d4687608","42173387490000","Texas","Glasscock","Diamondback E&P LLC","RECURVE 13 12  J 4WA","Produced Water","100.00"
"551c4380-180b-453e-9a94-09426f5ac803","839b52ee-aaa7-4904-a767-08340a5fe857","34029220020000","Ohio","Columbiana","EAP Ohio LLC","Lehwald CL BUT 205H","Surface Water, > 1000TDS","100.00"
"6a064d47-0ca4-4a11-aab8-c9439a1eef61","50b42661-544b-40f5-87fb-0871a237515a","33053099260000","North Dakota","McKenzie","Hess Corporation","SC-4WX- 153-98-3130H-6","Groundwater, < 1000TDS","98.44"
"6250761a-a4aa-4671-83b9-eb2b0d5cf808","50b42661-544b-40f5-87fb-0871a237515a","33053099260000","North Dakota","McKenzie","Hess Corporation","SC-4WX- 153-98-3130H-6","Produced Water","1.56"
"c859c6a6-c3b4-491f-a7de-7515846e8709","9e872d9d-a920-4ccf-aa41-0892193bbba9","43047570350000","Utah","Uintah","Uinta Wax Operating, LLC","RD Tribal 7N-31E-H6UB","Produced Water","100.00"
"cd825f1e-cec0-4e7e-97d3-0a8a04a7df5c","56fa10b7-1910-4fd8-b8c1-08c2d9f562c3","42395320850000","Texas","Robertson","WildFire Energy Operating LLC","DOUBLE DIAMOND A  3H","Groundwater, < 1000TDS","100.00"
"47f36573-12e2-4d51-b4d9-cd6fe4f3c747","3bec7458-a486-4baa-af7b-09d968af82f6","17031273090000","Louisiana","De Soto","Comstock Oil & Gas","BSMC LA 20-29-32HC 2-Alt","Surface Water, < 1000TDS","100.00"
"1fea5413-fb63-4037-b21a-e2cea3d68e4c","0afb5640-7186-469e-83ac-0a202ab06df5","33105059760000","North Dakota","Williams","Hess Corporation","BL-IVERSON B-155-95-0807H-8","Groundwater, < 1000TDS","99.05"
"80e51b2d-d668-43ae-9605-02acba09f8e1","0afb5640-7186-469e-83ac-0a202ab06df5","33105059760000","North Dakota","Williams","Hess Corporation","BL-IVERSON B-155-95-0807H-8","Produced Water","0.95"
"2241da8f-b01a-4fbf-b940-a9fc4b531be6","09fe950e-b401-4b2d-a2e8-0a20e17d7a14","42255375920000","Texas","Karnes","ConocoPhillips Company/Burlington Resources","BRYSCH-KIT-QUAD ULW A 1","Groundwater, < 1000TDS","100.00"
"fcd37573-40ca-4121-82bd-d96e37e205ae","75b1a623-5367-429c-987d-0a7fc8f34d96","30025513920000","New Mexico","Lea","COG Operating LLC","AZORES FEDERAL COM 707H","Produced Water","100.00"
"f06d5c71-25e0-497e-b8f6-7e33591092b6","ff277627-37a9-4dd2-a1ae-0bb7b5860d7d","30015496330000","New Mexico","Eddy","COG Operating LLC","Atticus State Com #706H","Produced Water","100.00"
"690764d9-9220-413a-a697-eba8d3dbac99","71a2bea4-84f8-42c0-9f50-0d97e2dafedb","42439373010000","Texas","Tarrant","TEP Barnett USA, LLC","Planet Zero MIPA 4H","Groundwater, < 1000TDS","96.96"
"27ceb345-b029-4910-8e86-49c9c7ca56d6","9e0d330c-1c3c-48ec-9b96-0e09696a4530","05005075330000","Colorado","Arapahoe","Crestone Peak Resources","ALAMOSA 05-64 05-04-03 02AH","Surface Water, < 1000TDS","100.00"
"0ef0453c-e5c2-4ffb-843f-6628f1c7efa7","ed361766-2182-4fcb-9a7e-0e1652f7ba9c","42493329780000","Texas","Wilson","Trinity Operating (USG), LLC","THE TUSCAI 66H","Groundwater, < 1000TDS","100.00"
"0ad93975-986b-49c7-9e72-d999dcd61006","1114006b-a979-4d12-b1fd-0f8eea6be0e5","33053091610000","North Dakota","McKenzie","ConocoPhillips Company/Burlington Resources","GEORGE 1C TFH","Groundwater, < 1000TDS","100.00"
"6af22a75-6ccb-4467-ab8b-dfaf9e8330ae","52ef0a9b-1011-46d1-9b0a-0ff35b7b3362","42383413430000","Texas","Reagan","Civitas Permian Operating, LLC","UL Boet A 1H","Produced Water","52.20"
"2b88a514-c809-4f64-be9e-d1ce3c875531","52ef0a9b-1011-46d1-9b0a-0ff35b7b3362","42383413430000","Texas","Reagan","Civitas Permian Operating, LLC","UL Boet A 1H","Groundwater, < 1000TDS","47.80"
"0144027e-48f5-4e8d-a56e-eceb6c5f6636","7c41660c-01ad-44e4-8abb-108907304ffb","30039314160000","New Mexico","Rio Arriba","LOGOS Operating, LLC","Rosa Unit #746H","Groundwater, < 1000TDS","60.00"
"dd860f1b-c729-4385-bee2-678e9e2ef012","7c41660c-01ad-44e4-8abb-108907304ffb","30039314160000","New Mexico","Rio Arriba","LOGOS Operating, LLC","Rosa Unit #746H","Produced Water","40.00"
"f4739b02-92e7-461c-8581-768f40b3b1a0","b8ba6041-4292-4886-b30d-11473fc17173","30025491400000","New Mexico","Lea","COG Operating LLC","AZORES FEDERAL COM 705H","Produced Water","100.00"
"7cb7867e-1947-4913-ae09-b294d6efc086","6e760426-8a09-4114-96e1-114d6bb506c1","33105059740000","North Dakota","Williams","Hess Corporation","BL-IVERSON B-155-95-0807H-6","Groundwater, < 1000TDS","99.01"
"bce63bcd-a964-4b9d-8e2f-bd6a5c26d252","6e760426-8a09-4114-96e1-114d6bb506c1","33105059740000","North Dakota","Williams","Hess Corporation","BL-IVERSON B-155-95-0807H-6","Produced Water","0.99"
"65c628b0-f7a2-4387-ad5a-fc9daab1db87","661f1e64-d3fd-422c-bf74-1180f9d65c68","42123352230000","Texas","DeWitt","Devon Energy Production Company L. P.","LANE A LANE B SA 3 3H","Groundwater, < 1000TDS","100.00"
"21c0bac2-ba01-4b5e-80e3-fe915235a26b","5ade9f7b-8dc4-47ff-93ad-11c4a8cda321","42173389070000","Texas","Glasscock","Diamondback E&P LLC","RECURVE 13 12  Q 3WD","Produced Water","100.00"
"0e605f44-d6e7-467c-8ea9-ce26e40468df","b792f17d-a187-46f0-9d62-11e1e3d99fce","33061051020000","North Dakota","Mountrail","Liberty Resources Management Company, LLC","Haley E 158-93-29-32-3MBH","Produced Water","0.02"
"68aa53f8-4ddb-49e4-bf74-d9b28cf38157","b792f17d-a187-46f0-9d62-11e1e3d99fce","33061051020000","North Dakota","Mountrail","Liberty Resources Management Company, LLC","Haley E 158-93-29-32-3MBH","Surface Water, < 1000TDS","99.98"
"0ba81c64-d5ea-4dae-9c13-75b33f11d13d","646ee681-8809-4627-a464-12a36c8c1951","17081218330000","Louisiana","Red River","Chesapeake Operating, Inc.","HA RA SUI;FRED W 23and26-13-10HC 002-ALT","Surface Water, < 1000TDS","100.00"
"a0caf81c-f311-40e7-ac4b-1ac1acd9e289","442a6e29-57c1-4078-881e-12e2387bd6ca","42497381160000","Texas","Wise","EagleRidge Energy, LLC","Skinner-Fletcher C 3H","Surface Water, < 1000TDS","100.00"
"609b72e0-cb03-4909-9149-2bc26b6bb824","4c26204f-f6df-45d5-acd4-12e94fa5d4f9","30015540180000","New Mexico","Eddy","Burnett Oil Co., Inc.","Four Mile Draw 1H","Produced Water","100.00"
"191a454a-adf7-4bde-a3ce-de11492e35a8","e25078f8-5f05-422f-a60b-133e6cfe740b","42313313980000","Texas","Madison","Vess Oil Corp","Smith 3H","Surface Water, < 1000TDS","100.00"
"f9bd7405-0ed1-4698-bcc7-e3d473279f53","bd13ed03-8526-45df-b09f-14921320c894","05123496490000","Colorado","Weld","Civitas North LLC","CANVASBACK 32-33-7HN","Surface Water, < 1000TDS","100.00"
"b57100d2-9793-4e6d-9a29-f9de77868268","eed50947-46af-4e3c-a818-1513e66244f4","05123490430000","Colorado","Weld","Noble Energy, Inc.","SHELTON STATE H01-783","Groundwater, < 1000TDS","89.42"
"d0e58f21-1048-4c82-aa69-82e9a3167f97","eed50947-46af-4e3c-a818-1513e66244f4","05123490430000","Colorado","Weld","Noble Energy, Inc.","SHELTON STATE H01-783","Produced Water","10.58"
"98bd4761-7ab2-4193-8058-635453f73da5","b421135e-b228-4a65-84d5-1514fd0fce5b","35069202030000","Oklahoma","Johnston","BNK Petroleum (US) Inc","Emery 17-3H","Surface Water, > 1000TDS","100.00"
"1c32c478-934d-4c2e-8bc8-5225944b92bc","77e882b0-f57b-4cbb-a11f-153bf4bc7df2","33053094850000","North Dakota","McKenzie","ConocoPhillips Company/Burlington Resources","OLE 5-1-29TFH","Groundwater, < 1000TDS","100.00"
"c6388c2f-a11b-4bdf-87ec-7ad9d5722cef","66eee4dd-867c-42e0-b9a1-1666b94e183d","30025510100000","New Mexico","Lea","Pride Energy Company","Grama Ridge State Com 102H","Groundwater, < 1000TDS","100.00"
"933311ca-1a30-45cb-9a1d-172e2d2042e6","222d1da4-a905-4ac2-8ea0-166963d867c0","35133253900000","Oklahoma","Seminole","RKR Exploration Inc","WR Woods","Groundwater, < 1000TDS","100.00"
"d8998057-d6f1-4031-a163-376f3033c4c9","79e81f1f-f5cd-49da-b1f0-167fb2da822e","42317442790000","Texas","Martin","Diamondback E&P LLC","VANDENBERG EAST 12 24 UNIT 5JM 5","Produced Water","100.00"
"610aa648-bbfe-4828-b3ec-151dfa30ae0f","151bbf79-6a8c-42fc-99a9-16ffe699683a","35015233370000","Oklahoma","Caddo","Blake Production Company, Inc.","Alameda 1112","Surface Water, < 1000TDS","100.00"
"16ea3bb7-459f-4b9d-8371-655677fe6e45","7acc6b58-bd32-4b0a-8a9b-177e68079cb5","05123490050000","Colorado","Weld","Noble Energy, Inc.","SHELTON H13-737","Groundwater, < 1000TDS","100.00"
"a126dc97-5def-4539-b4e4-c505dd3f0ef1","0673502e-fed8-4491-bf81-184cbf85b61e","01073219340000","Alabama","Jefferson","PGP Operating, LLC","RGGS 22-24-18-05-02-2205","Other, < 1000TDS","100.00"
"5b111fab-35a3-4915-bffc-aa9bcae1d4ee","8dd5427c-0767-4684-b812-1a0762cc0d6c","30015536880000","New Mexico","Eddy","Matador Production Company","Michael K 2122 Fed Com 201H","Groundwater, < 1000TDS","100.00"
"8acc9ab8-fc6f-483f-b862-89d385b82b50","7ea5cb91-9123-4c2a-9ce3-1a611a1d57b6","33105058510000","North Dakota","Williams","Hess Corporation","BL-Herfindahl- 156-95-3031H-4","Produced Water","2.18"
"36153074-c10a-456f-b0a8-c9fe61b2209c","7ea5cb91-9123-4c2a-9ce3-1a611a1d57b6","33105058510000","North Dakota","Williams","Hess Corporation","BL-Herfindahl- 156-95-3031H-4","Groundwater, < 1000TDS","97.82"
"832d2d9b-5dd4-4212-912c-8cfe66ec7fd3","f079c55f-5001-4db5-a20c-1a746b3459fe","42323336270000","Texas","Maverick","Strand Energy, L.C.","Faith-State-Rincon 'B' Unit #4H","Groundwater, > 1000TDS","91.00"
"576de785-75d4-4774-96fb-23302c2aac34","f079c55f-5001-4db5-a20c-1a746b3459fe","42323336270000","Texas","Maverick","Strand Energy, L.C.","Faith-State-Rincon 'B' Unit #4H","Produced Water","9.00"
"c9698f86-c0bf-4da2-9673-60e3c7562572","c3feb6bc-082e-43ff-92de-1ad61f119fbf","33053095430000","North Dakota","McKenzie","ConocoPhillips Company/Burlington Resources","KERMIT 1-8-32MBH","Groundwater, < 1000TDS","100.00"
"4b687e25-cc65-490e-9081-54a0550741c4","c5ea074d-96b7-4af8-b858-1b7f9f349de6","42127388380000","Texas","Dimmit","Grit Oil and Gas Management, LLC","GRIT FAITH SANDY D 05H 05H","Groundwater, < 1000TDS","100.00"
"ce090042-2d4d-4481-a761-ef00b4318e02","ce95ea98-ede6-4421-86ff-1c0211aa1ab3","42173389920000","Texas","Glasscock","Hannathon Petroleum II, LLC","Moore SN 11-2 7 #7H","Groundwater, > 1000TDS","100.00"
"d10877d3-8a23-4610-8924-0b6b5c2db766","28cee90f-6e45-478c-b8ad-1c33a9cf2175","33061051800000","North Dakota","Mountrail","Hess Corporation","EN-MADISYN-LE- 154-94-0705H-10","Groundwater, < 1000TDS","99.16"
"03c2330e-072b-4f16-8720-085b30ef0dbb","28cee90f-6e45-478c-b8ad-1c33a9cf2175","33061051800000","North Dakota","Mountrail","Hess Corporation","EN-MADISYN-LE- 154-94-0705H-10","Produced Water","0.84"
"48d2d5cd-7cbf-4c86-b772-75bc0c5cefee","a8833c5d-e88c-4c82-aa1b-1c6fdb3d41e3","30015496290000","New Mexico","Eddy","COG Operating LLC","ATTICUS STATE COM #702H","Produced Water","94.00"
"f977755f-db14-447c-b364-f265e6e807d7","a8833c5d-e88c-4c82-aa1b-1c6fdb3d41e3","30015496290000","New Mexico","Eddy","COG Operating LLC","ATTICUS STATE COM #702H","Groundwater, < 1000TDS","6.00"
"1b9ee715-31c0-426d-a438-48c28240a83e","48e99158-f7f1-4d56-adad-1c8a15039138","42317443500000","Texas","Martin","Diamondback E&P LLC","TY RANCH WEST 1LS MARTIN 1LS","Groundwater, < 1000TDS","100.00"
"cd545d56-aaa6-421f-874b-541616d94cc2","a6474b15-0746-443f-95b0-1ce53f88d032","49019402980000","Wyoming","Johnson","Anschutz Exploration Corporation","CASE FED 4777-36-25-3E MH","Groundwater, < 1000TDS","100.00"
"48a23510-5a04-4e75-bb43-d182987f515f","2bc6dcd1-55b4-41e6-b898-1d3bbbf77749","35153236480000","Oklahoma","Woodward","GLB Exploration, Inc.","Jeffrey 1-7","Groundwater, < 1000TDS","90.42"
"b4af1d44-ced5-4f8f-8f1e-4fa68b6ae92b","f52ec698-5ce1-42f1-ba2d-1d67f448c93a","05045187210000","Colorado","Garfield","Caerus Oil and Gas LLC","Fed 14B-32-496","Produced Water","100.00"
"0e26a7d1-18d7-44a7-8bb1-68334bbd4bc6","9235d5c1-4450-407d-a366-1da282e5f35b","34067217510000","Ohio","Harrison","EAP Ohio LLC","Burdette 19-12-6 201H","Surface Water, < 1000TDS","100.00"
"af4751e5-3173-448f-bd45-9f27a3475a97","12d1a12d-f8d9-466a-af94-1da5e6af94b5","30025513440000","New Mexico","Lea","MEWBOURNE OIL COMPANY","Beefalo 7 6 State Com #401H","Groundwater, < 1000TDS","100.00"
"6a132bc7-7ecd-4565-a9e7-5cc5fed7c136","73e436f3-45ed-4b57-abbd-1ddeb88db6b2","30015496280000","New Mexico","Eddy","COG Operating LLC","ATTICUS STATE COM #701H","Produced Water","93.00"
"4fcbd60c-f602-49e2-bd2e-598080d91473","73e436f3-45ed-4b57-abbd-1ddeb88db6b2","30015496280000","New Mexico","Eddy","COG Operating LLC","ATTICUS STATE COM #701H","Groundwater, < 1000TDS","7.00"
"fbb03532-fb7a-435e-ae47-51363f56fe9e","25bb3e40-f31e-4426-8189-1e3230f0aee1","42033326480000","Texas","Borden","Surge Operating, LLC","Wraith Unit B 12-16 5AH","Produced Water","100.00"
"4e90d2e6-3746-4b43-8948-b7f8562bb9d9","f2c44bb6-9456-465d-b4f1-1e529a82d90f","35133061490000","Oklahoma","Seminole","RKR Exploration Inc","Reed 7","Groundwater, < 1000TDS","100.00"
"592e6259-ea36-4c41-8574-803abfde9103","f8394e74-ccf2-43ff-aba9-1ebfd8625c18","42103367520000","Texas","Crane","Blackbeard Operating","Waddell TR A 3172","Produced Water","100.00"
"0ecae78f-8ee7-426d-bc6d-c7ef134de54b","6b77a4e3-bed9-490b-a07c-1ee17eb221a1","33053095720000","North Dakota","McKenzie","ConocoPhillips Company/Burlington Resources","PARRISH 3B MBH","Groundwater, < 1000TDS","100.00"
"08b3acd6-60d1-47c4-8596-a69ea3309e13","8370588d-60cf-437b-9d36-1f07209fe271","42295344060000","Texas","Lipscomb","Revolution Resources","Logan Roy 695-714 1CH","Groundwater, > 1000TDS","100.00"
"cc7dbbfd-5c90-4a7d-a283-b95ea8301a87","738835b3-2b4f-4e69-af46-1f0e74088496","37059282950000","Pennsylvania","Greene","Greylock Production LLC","Wildcat 11MH","Surface Water, < 1000TDS","78.00"
"f87c9b63-50dd-4dae-8e6a-560da0a6527d","738835b3-2b4f-4e69-af46-1f0e74088496","37059282950000","Pennsylvania","Greene","Greylock Production LLC","Wildcat 11MH","Produced Water","6.00"
